"Datum";"Produktion";"El kWh";"Utomhustemperatur";"kWh - 2023-01-01  - 2023-12-31";"T(°C) - 2023-01-01  - 2023-12-31"
"2024-01-01 00:00";"0,000";"6,17";"4,2";"8,79";"5,7"
"2024-01-01 01:00";"0,000";"6,12";"4,1";"8,71";"6,000"
"2024-01-01 02:00";"0,000";"5,61";"3,9";"7,95";"6,6"
"2024-01-01 03:00";"0,000";"5,86";"3,8";"5,28";"6,5"
"2024-01-01 04:00";"0,000";"5,91";"3,8";"5,84";"5,9"
"2024-01-01 05:00";"0,000";"5,43";"3,7";"5,21";"5,9"
"2024-01-01 06:00";"0,000";"5,98";"3,6";"5,27";"6,1"
"2024-01-01 07:00";"0,000";"5,49";"3,7";"5,58";"7,4"
"2024-01-01 08:00";"0,000";"5,91";"4,000";"4,97";"8,9"
"2024-01-01 09:00";"0,000";"4,31";"4,000";"4,66";"8,9"
"2024-01-01 10:00";"0,000";"5,1";"4,1";"8,57";"8,6"
"2024-01-01 11:00";"0,000";"4,9";"4,1";"11,77";"8,8"
"2024-01-01 12:00";"0,000";"4,95";"4,1";"17,39";"9,2"
"2024-01-01 13:00";"0,000";"4,59";"4,000";"12,64";"8,9"
"2024-01-01 14:00";"0,000";"4,86";"4,1";"15,48";"8,9"
"2024-01-01 15:00";"0,000";"5,08";"4,4";"8,42";"8,6"
"2024-01-01 16:00";"0,000";"6,43";"4,3";"7,37";"7,8"
"2024-01-01 17:00";"0,000";"11,81";"3,9";"23,09";"7,9"
"2024-01-01 18:00";"0,000";"11,04";"3,4";"18,86";"7,4"
"2024-01-01 19:00";"0,000";"10,45";"3,2";"15,94";"7,4"
"2024-01-01 20:00";"0,000";"12,2";"3,000";"12,14";"7,6"
"2024-01-01 21:00";"0,000";"13,49";"2,9";"9,56";"7,7"
"2024-01-01 22:00";"0,000";"13,49";"2,7";"9,68";"7,8"
"2024-01-01 23:00";"0,000";"13,48";"2,7";"13,03";"7,4"
"2024-01-02 00:00";"0,000";"12,72";"2,9";"13,09";"6,7"
"2024-01-02 01:00";"0,000";"13,28";"2,8";"12,56";"6,2"
"2024-01-02 02:00";"0,000";"12,83";"2,6";"10,53";"6,3"
"2024-01-02 03:00";"0,000";"13,48";"2,5";"9,16";"6,1"
"2024-01-02 04:00";"0,000";"12,84";"2,5";"9,81";"6,1"
"2024-01-02 05:00";"0,000";"13,71";"2,4";"9,23";"5,9"
"2024-01-02 06:00";"0,000";"12,91";"2,4";"9,83";"5,000"
"2024-01-02 07:00";"0,000";"11,66";"2,3";"11,43";"4,2"
"2024-01-02 08:00";"0,000";"16,55";"2,2";"11,59";"3,9"
"2024-01-02 09:00";"0,000";"24,38";"2,1";"10,94";"4,2"
"2024-01-02 10:00";"0,000";"8,74";"2,000";"11,7";"4,9"
"2024-01-02 11:00";"0,000";"9,55";"1,7";"9,91";"5,7"
"2024-01-02 12:00";"0,000";"17,05";"1,5";"8,43";"6,000"
"2024-01-02 13:00";"0,000";"18,93";"1,4";"7,87";"6,1"
"2024-01-02 14:00";"0,000";"14,37";"1,4";"9,87";"6,000"
"2024-01-02 15:00";"0,000";"17,29";"1,3";"13,23";"5,6"
"2024-01-02 16:00";"0,000";"39,03";"1,000";"13,83";"5,7"
"2024-01-02 17:00";"0,000";"28,9";"1,2";"18,24";"4,1"
"2024-01-02 18:00";"0,000";"37,58";"1,3";"13,79";"4,3"
"2024-01-02 19:00";"0,000";"23,39";"1,2";"6,6";"4,8"
"2024-01-02 20:00";"0,000";"30,08";"0,8";"9,82";"5,1"
"2024-01-02 21:00";"0,000";"25,67";"1,000";"19,83";"5,4"
"2024-01-02 22:00";"0,000";"17,08";"1,000";"18,65";"6,000"
"2024-01-02 23:00";"0,000";"14,82";"1,000";"14,36";"6,4"
"2024-01-03 00:00";"0,000";"14,4";"0,5";"11,38";"6,1"
"2024-01-03 01:00";"0,000";"14,24";"0,5";"9,3";"5,7"
"2024-01-03 02:00";"0,000";"14,53";"0,6";"10,08";"5,1"
"2024-01-03 03:00";"0,000";"13,38";"0,5";"9,67";"5,1"
"2024-01-03 04:00";"0,000";"11,03";"0,4";"10,16";"5,2"
"2024-01-03 05:00";"0,000";"11,13";"-0,2";"9,72";"4,9"
"2024-01-03 06:00";"0,000";"11,44";"-0,4";"10,35";"5,1"
"2024-01-03 07:00";"0,000";"14,8";"-0,4";"12,94";"5,1"
"2024-01-03 08:00";"0,000";"11,11";"-0,4";"11,5";"4,8"
"2024-01-03 09:00";"0,000";"20,83";"0,5";"8,17";"4,7"
"2024-01-03 10:00";"0,000";"17,73";"0,5";"8,17";"4,4"
"2024-01-03 11:00";"0,000";"15,28";"0,6";"5,14";"5,2"
"2024-01-03 12:00";"0,000";"16,75";"0,6";"0,94";"6,1"
"2024-01-03 13:00";"0,000";"11,78";"0,6";"5,04";"6,1"
"2024-01-03 14:00";"0,000";"12,27";"0,7";"6,3";"5,9"
"2024-01-03 15:00";"0,000";"9,74";"0,5";"8,36";"5,6"
"2024-01-03 16:00";"0,000";"13,7";"-0,3";"12,63";"4,9"
"2024-01-03 17:00";"0,000";"18,24";"-1,000";"37,76";"4,5"
"2024-01-03 18:00";"0,000";"28,35";"-1,8";"24,66";"3,6"
"2024-01-03 19:00";"0,000";"16,52";"-2,5";"20,78";"3,000"
"2024-01-03 20:00";"0,000";"9,5";"-3,3";"18,62";"2,1"
"2024-01-03 21:00";"0,000";"8,41";"-3,6";"17,66";"0,9"
"2024-01-03 22:00";"0,000";"11,78";"-3,1";"10,83";"-0,1"
"2024-01-03 23:00";"0,000";"11,79";"-1,8";"10,31";"-0,7"
"2024-01-04 00:00";"0,000";"12,18";"-1,3";"10,72";"-0,1"
"2024-01-04 01:00";"0,000";"12,34";"-1,4";"10,16";"2,000"
"2024-01-04 02:00";"0,000";"12,35";"-1,6";"10,89";"3,000"
"2024-01-04 03:00";"0,000";"12,48";"-1,7";"10,21";"2,7"
"2024-01-04 04:00";"0,000";"12,69";"-2,5";"10,87";"2,3"
"2024-01-04 05:00";"0,000";"12,44";"-2,8";"10,25";"2,1"
"2024-01-04 06:00";"0,000";"12,46";"-3,000";"10,18";"2,000"
"2024-01-04 07:00";"0,000";"15,02";"-2,9";"11,9";"2,6"
"2024-01-04 08:00";"0,000";"13,74";"-3,1";"8,74";"3,000"
"2024-01-04 09:00";"0,000";"15,66";"-3,3";"8,52";"2,9"
"2024-01-04 10:00";"0,000";"16,4";"-3,3";"10,44";"2,7"
"2024-01-04 11:00";"0,000";"24,03";"-3,4";"7,84";"2,7"
"2024-01-04 12:00";"0,000";"23,54";"-3,5";"11,71";"3,2"
"2024-01-04 13:00";"0,000";"17,88";"-3,8";"22,71";"4,2"
"2024-01-04 14:00";"0,000";"13,07";"-4,000";"16,92";"4,4"
"2024-01-04 15:00";"0,000";"9,26";"-4,3";"18,57";"4,7"
"2024-01-04 16:00";"0,000";"9,81";"-5,3";"21,81";"5,2"
"2024-01-04 17:00";"0,000";"12,26";"-5,2";"23,69";"4,9"
"2024-01-04 18:00";"0,000";"20,95";"-6,5";"32,4";"4,7"
"2024-01-04 19:00";"0,000";"21,1";"-7,3";"16,72";"4,8"
"2024-01-04 20:00";"0,000";"15,87";"-7,5";"19,74";"5,8"
"2024-01-04 21:00";"0,000";"13,6";"-7,8";"20,05";"5,2"
"2024-01-04 22:00";"0,000";"13,73";"-8,2";"19,65";"5,000"
"2024-01-04 23:00";"0,000";"13,78";"-8,9";"17,79";"6,2"
"2024-01-05 00:00";"0,000";"14,04";"-9,7";"13,81";"5,7"
"2024-01-05 01:00";"0,000";"14,05";"-10,3";"13,6";"7,1"
"2024-01-05 02:00";"0,000";"13,38";"-10,6";"12,91";"7,1"
"2024-01-05 03:00";"0,000";"11,92";"-10,6";"10,3";"6,2"
"2024-01-05 04:00";"0,000";"10,31";"-11,000";"9,7";"6,000"
"2024-01-05 05:00";"0,000";"10,47";"-11,000";"9,65";"5,4"
"2024-01-05 06:00";"0,000";"10,65";"-11,3";"9,97";"3,9"
"2024-01-05 07:00";"0,000";"11,43";"-11,8";"11,43";"2,8"
"2024-01-05 08:00";"0,000";"11,61";"-12,000";"13,41";"2,1"
"2024-01-05 09:00";"0,000";"11,65";"-11,4";"22,96";"2,000"
"2024-01-05 10:00";"0,000";"11,27";"-11,2";"17,49";"1,8"
"2024-01-05 11:00";"0,000";"11,63";"-10,7";"10,07";"1,000"
"2024-01-05 12:00";"0,000";"13,32";"-10,4";"9,03";"0,9"
"2024-01-05 13:00";"0,000";"18,96";"-10,1";"18,58";"2,9"
"2024-01-05 14:00";"0,000";"20,98";"-10,1";"18,12";"3,1"
"2024-01-05 15:00";"0,000";"43,35";"-10,2";"14,15";"3,1"
"2024-01-05 16:00";"0,000";"31,22";"-9,7";"11,2";"2,5"
"2024-01-05 17:00";"0,000";"29,39";"-10,3";"15,04";"2,5"
"2024-01-05 18:00";"0,000";"30,86";"-9,8";"21,31";"2,5"
"2024-01-05 19:00";"0,000";"24,13";"-8,8";"17,58";"2,3"
"2024-01-05 20:00";"0,000";"26,64";"-8,4";"13,41";"1,6"
"2024-01-05 21:00";"0,000";"30,81";"-7,8";"10,82";"1,2"
"2024-01-05 22:00";"0,000";"22,05";"-6,8";"9,38";"1,2"
"2024-01-05 23:00";"0,000";"20,28";"-6,6";"7,78";"1,000"
"2024-01-06 00:00";"0,000";"19,01";"-6,4";"7,67";"0,9"
"2024-01-06 01:00";"0,000";"16,8";"-6,5";"7,77";"1,000"
"2024-01-06 02:00";"0,000";"17,18";"-7,000";"7,35";"1,1"
"2024-01-06 03:00";"0,000";"17,16";"-7,1";"7,94";"1,2"
"2024-01-06 04:00";"0,000";"16,91";"-8,3";"7,4";"1,2"
"2024-01-06 05:00";"0,000";"14,86";"-9,1";"7,88";"1,6"
"2024-01-06 06:00";"0,000";"10,79";"-9,000";"7,41";"2,000"
"2024-01-06 07:00";"0,000";"10,62";"-9,1";"7,67";"1,8"
"2024-01-06 08:00";"0,000";"11,55";"-9,4";"10,76";"1,2"
"2024-01-06 09:00";"0,000";"12,68";"-10,000";"15,11";"1,1"
"2024-01-06 10:00";"0,000";"13,86";"-9,8";"8,21";"0,9"
"2024-01-06 11:00";"0,000";"13,29";"-8,7";"10,43";"0,6"
"2024-01-06 12:00";"0,000";"19,22";"-8,2";"16,82";"0,000"
"2024-01-06 13:00";"0,000";"26,87";"-7,6";"9,72";"0,5"
"2024-01-06 14:00";"0,000";"27,36";"-7,3";"10,99";"1,4"
"2024-01-06 15:00";"0,000";"28,37";"-7,7";"16,76";"1,9"
"2024-01-06 16:00";"0,000";"42,29";"-8,4";"28,82";"2,2"
"2024-01-06 17:00";"0,000";"24,32";"-8,4";"24,58";"3,4"
"2024-01-06 18:00";"0,000";"19,02";"-8,4";"15,59";"4,7"
"2024-01-06 19:00";"0,000";"20,3";"-8,9";"12,2";"4,9"
"2024-01-06 20:00";"0,000";"20,91";"-9,7";"15,56";"4,1"
"2024-01-06 21:00";"0,000";"14,54";"-10,000";"11,2";"4,7"
"2024-01-06 22:00";"0,000";"17,84";"-10,2";"10,84";"5,1"
"2024-01-06 23:00";"0,000";"16,34";"-10,2";"8,68";"5,2"
"2024-01-07 00:00";"0,000";"16,13";"-10,2";"7,26";"5,2"
"2024-01-07 01:00";"0,000";"16,43";"-10,6";"6,71";"5,7"
"2024-01-07 02:00";"0,000";"15,74";"-10,6";"7,2";"5,9"
"2024-01-07 03:00";"0,000";"13,02";"-10,9";"6,73";"5,3"
"2024-01-07 04:00";"0,000";"13,05";"-11,3";"6,83";"4,000"
"2024-01-07 05:00";"0,000";"13,01";"-11,2";"7,43";"3,000"
"2024-01-07 06:00";"0,000";"13,11";"-11,5";"6,65";"2,4"
"2024-01-07 07:00";"0,000";"13,13";"-11,7";"6,6";"1,8"
"2024-01-07 08:00";"0,000";"14,77";"-10,1";"7,02";"1,2"
"2024-01-07 09:00";"0,000";"19,67";"-8,4";"4,66";"1,000"
"2024-01-07 10:00";"0,000";"24,88";"-8,000";"2,46";"1,3"
"2024-01-07 11:00";"0,000";"21,52";"-7,1";"8,97";"1,7"
"2024-01-07 12:00";"0,000";"15,83";"-5,5";"8,79";"2,000"
"2024-01-07 13:00";"0,000";"29,19";"-5,000";"9,6";"2,3"
"2024-01-07 14:00";"0,000";"22,32";"-4,7";"15,52";"2,6"
"2024-01-07 15:00";"0,000";"19,3";"-4,5";"11,76";"3,000"
"2024-01-07 16:00";"0,000";"26,24";"-5,2";"9,67";"3,3"
"2024-01-07 17:00";"0,000";"28,47";"-6,4";"18,17";"3,8"
"2024-01-07 18:00";"0,000";"26,44";"-6,5";"19,53";"4,3"
"2024-01-07 19:00";"0,000";"22,64";"-6,5";"21,7";"4,4"
"2024-01-07 20:00";"0,000";"27,32";"-6,4";"26,94";"4,3"
"2024-01-07 21:00";"0,000";"25,06";"-7,2";"18,67";"4,1"
"2024-01-07 22:00";"0,000";"16,42";"-7,1";"15,7";"4,1"
"2024-01-07 23:00";"0,000";"15,62";"-6,7";"14,2";"4,7"
"2024-01-08 00:00";"0,000";"15,21";"-6,4";"13,99";"6,6"
"2024-01-08 01:00";"0,000";"15,63";"-6,5";"12,76";"6,9"
"2024-01-08 02:00";"0,000";"15,38";"-6,6";"9,12";"6,7"
"2024-01-08 03:00";"0,000";"13,68";"-7,000";"6,01";"6,3"
"2024-01-08 04:00";"0,000";"12,42";"-7,2";"6,13";"6,1"
"2024-01-08 05:00";"0,000";"12,11";"-7,6";"6,79";"6,000"
"2024-01-08 06:00";"0,000";"13,24";"-7,6";"6,19";"5,6"
"2024-01-08 07:00";"0,000";"14,77";"-8,1";"6,09";"5,6"
"2024-01-08 08:00";"0,000";"13,73";"-8,6";"6,75";"4,8"
"2024-01-08 09:00";"0,000";"15,1";"-8,1";"5,96";"3,6"
"2024-01-08 10:00";"0,000";"17,6";"-7,5";"7,77";"3,2"
"2024-01-08 11:00";"0,000";"14,45";"-6,4";"10,45";"3,1"
"2024-01-08 12:00";"0,000";"13,3";"-5,8";"12,67";"3,2"
"2024-01-08 13:00";"0,000";"17,23";"-5,2";"10,78";"3,1"
"2024-01-08 14:00";"0,000";"22,000";"-5,6";"15,71";"3,1"
"2024-01-08 15:00";"0,000";"22,42";"-5,8";"16,88";"3,2"
"2024-01-08 16:00";"0,000";"17,77";"-7,1";"16,4";"3,4"
"2024-01-08 17:00";"0,000";"17,48";"-9,1";"26,81";"3,5"
"2024-01-08 18:00";"0,000";"22,02";"-9,7";"25,83";"3,6"
"2024-01-08 19:00";"0,000";"27,67";"-8,9";"30,13";"3,6"
"2024-01-08 20:00";"0,000";"33,06";"-7,8";"15,44";"3,4"
"2024-01-08 21:00";"0,000";"37,53";"-6,2";"14,04";"3,4"
"2024-01-08 22:00";"0,000";"36,12";"-5,1";"14,99";"3,3"
"2024-01-08 23:00";"0,000";"35,28";"-5,4";"15,12";"3,1"
"2024-01-09 00:00";"0,000";"31,19";"-5,6";"13,54";"3,000"
"2024-01-09 01:00";"0,000";"27,76";"-4,7";"9,39";"2,9"
"2024-01-09 02:00";"0,000";"20,68";"-3,8";"9,3";"3,000"
"2024-01-09 03:00";"0,000";"18,59";"-3,2";"8,72";"3,1"
"2024-01-09 04:00";"0,000";"16,53";"-2,9";"8,77";"2,9"
"2024-01-09 05:00";"0,000";"14,86";"-2,8";"9,42";"2,7"
"2024-01-09 06:00";"0,000";"11,71";"-3,1";"9,57";"2,4"
"2024-01-09 07:00";"0,000";"14,39";"-3,3";"12,62";"2,2"
"2024-01-09 08:00";"0,000";"15,58";"-3,000";"15,68";"2,000"
"2024-01-09 09:00";"0,000";"14,09";"-2,9";"15,92";"1,8"
"2024-01-09 10:00";"0,000";"13,43";"-2,7";"20,47";"2,000"
"2024-01-09 11:00";"0,000";"14,51";"-2,4";"12,88";"2,3"
"2024-01-09 12:00";"0,000";"21,36";"-1,9";"9,71";"2,2"
"2024-01-09 13:00";"0,000";"26,36";"-1,6";"10,87";"2,2"
"2024-01-09 14:00";"0,000";"15,73";"-1,7";"7,73";"1,8"
"2024-01-09 15:00";"0,000";"26,12";"-1,7";"7,56";"3,000"
"2024-01-09 16:00";"0,000";"24,53";"-1,6";"9,35";"2,6"
"2024-01-09 17:00";"0,000";"33,82";"-1,5";"13,06";"3,000"
"2024-01-09 18:00";"0,000";"20,11";"-2,1";"13,71";"3,4"
"2024-01-09 19:00";"0,000";"13,92";"-2,000";"16,95";"3,3"
"2024-01-09 20:00";"0,000";"10,55";"-1,7";"21,38";"3,9"
"2024-01-09 21:00";"0,000";"12,6";"-1,5";"20,29";"3,8"
"2024-01-09 22:00";"0,000";"12,87";"-1,3";"21,35";"3,5"
"2024-01-09 23:00";"0,000";"11,45";"-1,3";"18,61";"3,1"
"2024-01-10 00:00";"0,000";"9,87";"-1,1";"15,94";"3,5"
"2024-01-10 01:00";"0,000";"9,94";"-1,1";"13,52";"2,8"
"2024-01-10 02:00";"0,000";"9,58";"-1,2";"11,37";"1,8"
"2024-01-10 03:00";"0,000";"10,27";"-1,3";"10,14";"2,9"
"2024-01-10 04:00";"0,000";"9,8";"-1,1";"9,72";"3,8"
"2024-01-10 05:00";"0,000";"10,33";"-1,2";"10,14";"3,3"
"2024-01-10 06:00";"0,000";"9,96";"-1,5";"10,3";"3,1"
"2024-01-10 07:00";"0,000";"11,93";"-1,9";"12,48";"3,7"
"2024-01-10 08:00";"0,000";"11,59";"-2,4";"11,15";"3,8"
"2024-01-10 09:00";"0,000";"12,64";"-2,8";"11,51";"4,2"
"2024-01-10 10:00";"0,000";"17,61";"-3,000";"13,86";"4,4"
"2024-01-10 11:00";"0,000";"21,62";"-3,3";"13,24";"4,8"
"2024-01-10 12:00";"0,000";"23,81";"-3,3";"5,87";"5,3"
"2024-01-10 13:00";"0,000";"31,29";"-3,1";"1,11";"5,7"
"2024-01-10 14:00";"0,000";"32,73";"-3,2";"3,68";"5,5"
"2024-01-10 15:00";"0,000";"30,11";"-3,3";"7,41";"5,000"
"2024-01-10 16:00";"0,000";"17,15";"-3,7";"10,05";"4,8"
"2024-01-10 17:00";"0,000";"24,61";"-4,1";"18,56";"4,5"
"2024-01-10 18:00";"0,000";"25,34";"-4,2";"33,2";"4,4"
"2024-01-10 19:00";"0,000";"29,71";"-4,3";"18,4";"4,5"
"2024-01-10 20:00";"0,000";"24,78";"-4,4";"18,83";"4,5"
"2024-01-10 21:00";"0,000";"24,08";"-4,4";"18,97";"4,5"
"2024-01-10 22:00";"0,000";"18,47";"-4,6";"19,34";"4,4"
"2024-01-10 23:00";"0,000";"16,92";"-4,6";"13,89";"4,000"
"2024-01-11 00:00";"0,000";"17,31";"-4,6";"13,07";"4,5"
"2024-01-11 01:00";"0,000";"16,6";"-4,1";"13,18";"4,8"
"2024-01-11 02:00";"0,000";"17,15";"-3,7";"13,35";"4,2"
"2024-01-11 03:00";"0,000";"16,68";"-3,1";"11,81";"3,6"
"2024-01-11 04:00";"0,000";"13,16";"-2,8";"10,01";"3,3"
"2024-01-11 05:00";"0,000";"13,5";"-2,8";"9,57";"2,8"
"2024-01-11 06:00";"0,000";"13,37";"-2,8";"9,62";"2,7"
"2024-01-11 07:00";"0,000";"11,24";"-3,2";"13,34";"2,8"
"2024-01-11 08:00";"0,000";"12,18";"-3,8";"9,6";"3,4"
"2024-01-11 09:00";"0,000";"14,92";"-4,2";"7,89";"3,8"
"2024-01-11 10:00";"0,000";"17,04";"-4,000";"10,27";"3,6"
"2024-01-11 11:00";"0,000";"12,26";"-3,3";"5,72";"3,8"
"2024-01-11 12:00";"0,000";"20,24";"-2,1";"6,43";"4,2"
"2024-01-11 13:00";"0,000";"14,27";"-1,2";"9,45";"4,9"
"2024-01-11 14:00";"0,000";"12,99";"-1,1";"8,46";"5,4"
"2024-01-11 15:00";"0,000";"14,35";"-1,4";"11,1";"5,3"
"2024-01-11 16:00";"0,000";"13,14";"-1,8";"6,81";"5,4"
"2024-01-11 17:00";"0,000";"14,44";"-2,7";"7,9";"5,9"
"2024-01-11 18:00";"0,000";"16,89";"-3,2";"23,82";"5,7"
"2024-01-11 19:00";"0,000";"15,42";"-3,1";"14,59";"5,2"
"2024-01-11 20:00";"0,000";"15,85";"-4,7";"16,93";"4,5"
"2024-01-11 21:00";"0,000";"15,53";"-5,1";"9,15";"5,000"
"2024-01-11 22:00";"0,000";"15,12";"-6,1";"7,09";"5,3"
"2024-01-11 23:00";"0,000";"14,2";"-6,2";"6,42";"4,7"
"2024-01-12 00:00";"0,000";"13,85";"-5,9";"6,01";"4,5"
"2024-01-12 01:00";"0,000";"13,89";"-6,7";"6,41";"4,3"
"2024-01-12 02:00";"0,000";"13,25";"-7,4";"5,85";"4,5"
"2024-01-12 03:00";"0,000";"13,61";"-6,9";"6,32";"4,7"
"2024-01-12 04:00";"0,000";"13,68";"-5,2";"5,8";"5,1"
"2024-01-12 05:00";"0,000";"13,4";"-5,000";"6,47";"4,8"
"2024-01-12 06:00";"0,000";"11,67";"-4,4";"5,95";"5,1"
"2024-01-12 07:00";"0,000";"13,7";"-3,2";"9,07";"5,3"
"2024-01-12 08:00";"0,000";"13,29";"-2,9";"7,52";"5,1"
"2024-01-12 09:00";"0,000";"16,95";"-3,3";"8,75";"5,4"
"2024-01-12 10:00";"0,000";"21,4";"-2,8";"14,14";"5,4"
"2024-01-12 11:00";"0,000";"15,1";"-3,1";"11,6";"5,000"
"2024-01-12 12:00";"0,000";"17,62";"-3,000";"8,58";"4,6"
"2024-01-12 13:00";"0,000";"23,07";"-2,6";"10,76";"4,5"
"2024-01-12 14:00";"0,000";"26,22";"-2,6";"13,05";"4,6"
"2024-01-12 15:00";"0,000";"16,57";"-2,3";"10,1";"4,9"
"2024-01-12 16:00";"0,000";"18,54";"-1,2";"12,95";"4,7"
"2024-01-12 17:00";"0,000";"20,15";"-1,1";"15,28";"5,3"
"2024-01-12 18:00";"0,000";"27,56";"-1,5";"13,41";"5,8"
"2024-01-12 19:00";"0,000";"17,5";"-2,3";"10,29";"5,3"
"2024-01-12 20:00";"0,000";"18,43";"-2,8";"10,87";"5,3"
"2024-01-12 21:00";"0,000";"12,62";"-3,3";"15,65";"4,8"
"2024-01-12 22:00";"0,000";"9,82";"-3,4";"19,2";"4,5"
"2024-01-12 23:00";"0,000";"9,37";"-3,6";"19,29";"4,4"
"2024-01-13 00:00";"0,000";"9,23";"-3,8";"14,86";"4,1"
"2024-01-13 01:00";"0,000";"10,02";"-3,8";"12,93";"3,7"
"2024-01-13 02:00";"0,000";"9,28";"-4,1";"12,44";"4,6"
"2024-01-13 03:00";"0,000";"9,86";"-4,2";"12,84";"5,7"
"2024-01-13 04:00";"0,000";"9,97";"-3,8";"12,85";"7,1"
"2024-01-13 05:00";"0,000";"9,3";"-2,2";"12,46";"7,000"
"2024-01-13 06:00";"0,000";"9,52";"-1,8";"13,38";"6,5"
"2024-01-13 07:00";"0,000";"9,03";"-1,7";"16,09";"5,7"
"2024-01-13 08:00";"0,000";"9,25";"-1,9";"14,59";"5,9"
"2024-01-13 09:00";"0,000";"8,52";"-1,8";"15,25";"6,2"
"2024-01-13 10:00";"0,000";"9,42";"-1,8";"13,29";"7,1"
"2024-01-13 11:00";"0,000";"13,21";"-1,5";"1,45";"7,2"
"2024-01-13 12:00";"0,000";"25,46";"-0,6";"3,14";"7,3"
"2024-01-13 13:00";"0,000";"20,39";"0,3";"4,03";"7,2"
"2024-01-13 14:00";"0,000";"17,92";"2,8";"8,51";"7,2"
"2024-01-13 15:00";"0,000";"29,09";"3,2";"11,19";"6,7"
"2024-01-13 16:00";"0,000";"33,78";"3,2";"18,93";"6,4"
"2024-01-13 17:00";"0,000";"31,12";"3,000";"22,73";"6,4"
"2024-01-13 18:00";"0,000";"33,35";"2,8";"14,54";"6,3"
"2024-01-13 19:00";"0,000";"28,48";"2,7";"23,26";"6,5"
"2024-01-13 20:00";"0,000";"17,79";"2,3";"20,89";"6,4"
"2024-01-13 21:00";"0,000";"15,15";"2,2";"19,97";"6,000"
"2024-01-13 22:00";"0,000";"11,78";"1,9";"20,1";"5,5"
"2024-01-13 23:00";"0,000";"12,19";"1,7";"14,69";"5,3"
"2024-01-14 00:00";"0,000";"12,29";"1,3";"9,43";"5,000"
"2024-01-14 01:00";"0,000";"12,18";"1,1";"9,62";"5,5"
"2024-01-14 02:00";"0,000";"11,77";"1,1";"9,59";"5,9"
"2024-01-14 03:00";"0,000";"12,55";"0,8";"9,77";"5,9"
"2024-01-14 04:00";"0,000";"11,73";"0,6";"7,58";"5,9"
"2024-01-14 05:00";"0,000";"9,38";"0,2";"5,94";"5,5"
"2024-01-14 06:00";"0,000";"8,83";"0,000";"6,39";"5,7"
"2024-01-14 07:00";"0,000";"9,21";"-0,2";"5,74";"5,4"
"2024-01-14 08:00";"0,000";"8,92";"-0,4";"5,88";"5,2"
"2024-01-14 09:00";"0,000";"17,17";"0,1";"4,78";"5,4"
"2024-01-14 10:00";"0,000";"26,44";"0,7";"14,94";"5,6"
"2024-01-14 11:00";"0,000";"15,36";"1,3";"6,11";"6,2"
"2024-01-14 12:00";"0,000";"9,21";"1,9";"12,85";"5,9"
"2024-01-14 13:00";"0,000";"5,89";"2,6";"3,73";"5,9"
"2024-01-14 14:00";"0,000";"9,25";"2,4";"15,41";"5,5"
"2024-01-14 15:00";"0,000";"14,24";"2,4";"10,65";"5,1"
"2024-01-14 16:00";"0,000";"16,42";"2,4";"11,43";"5,000"
"2024-01-14 17:00";"0,000";"28,81";"2,1";"6,84";"4,9"
"2024-01-14 18:00";"0,000";"31,33";"1,9";"14,67";"4,4"
"2024-01-14 19:00";"0,000";"23,82";"1,6";"30,7";"4,2"
"2024-01-14 20:00";"0,000";"25,51";"1,2";"21,1";"4,2"
"2024-01-14 21:00";"0,000";"16,18";"0,2";"16,94";"4,4"
"2024-01-14 22:00";"0,000";"15,74";"0,1";"11,36";"4,000"
"2024-01-14 23:00";"0,000";"15,59";"0,6";"11,28";"4,1"
"2024-01-15 00:00";"0,000";"15,54";"0,6";"15,91";"4,7"
"2024-01-15 01:00";"0,000";"15,26";"0,6";"17,03";"5,000"
"2024-01-15 02:00";"0,000";"15,79";"0,7";"16,77";"5,5"
"2024-01-15 03:00";"0,000";"15,26";"0,6";"16,88";"5,3"
"2024-01-15 04:00";"0,000";"15,7";"-0,3";"16,79";"5,2"
"2024-01-15 05:00";"0,000";"12,44";"-0,8";"13,68";"5,4"
"2024-01-15 06:00";"0,000";"12,84";"-0,5";"13,44";"5,3"
"2024-01-15 07:00";"0,000";"12,67";"-1,3";"13,52";"5,1"
"2024-01-15 08:00";"0,000";"15,93";"-2,000";"15,37";"5,5"
"2024-01-15 09:00";"0,000";"10,39";"-2,000";"20,94";"5,7"
"2024-01-15 10:00";"0,000";"13,66";"-1,8";"13,84";"5,6"
"2024-01-15 11:00";"0,000";"10,02";"-2,9";"3,15";"6,000"
"2024-01-15 12:00";"0,000";"11,95";"-3,3";"1,4";"6,3"
"2024-01-15 13:00";"0,000";"9,15";"-3,5";"7,95";"6,1"
"2024-01-15 14:00";"0,000";"12,36";"-3,9";"20,000";"6,1"
"2024-01-15 15:00";"0,000";"14,77";"-4,5";"16,31";"5,9"
"2024-01-15 16:00";"0,000";"12,71";"-5,5";"15,88";"5,7"
"2024-01-15 17:00";"0,000";"12,66";"-6,5";"21,48";"4,6"
"2024-01-15 18:00";"0,000";"18,11";"-8,000";"25,05";"4,8"
"2024-01-15 19:00";"0,000";"13,19";"-8,2";"26,45";"4,6"
"2024-01-15 20:00";"0,000";"15,47";"-8,000";"24,11";"5,1"
"2024-01-15 21:00";"0,000";"21,82";"-9,3";"19,98";"5,2"
"2024-01-15 22:00";"0,000";"19,4";"-10,4";"18,44";"5,2"
