"Datum";"Produktion";"El kWh";"Utomhustemperatur";"kWh - 2023-01-01  - 2023-12-31";"T(°C) - 2023-01-01  - 2023-12-31"
"2024-02-19 12:00";"0,000";"11,8";"2,7";"1,86";"4,8"
"2024-02-19 13:00";"0,000";"10,61";"3,1";"0,04";"5,000"
"2024-02-19 14:00";"0,000";"13,11";"3,1";"0,03";"5,2"
"2024-02-19 15:00";"0,000";"15,5";"3,1";"0,19";"5,4"
"2024-02-19 16:00";"0,000";"14,34";"2,7";"16,27";"5,000"
"2024-02-19 17:00";"0,000";"21,44";"2,5";"26,46";"4,6"
"2024-02-19 18:00";"0,000";"20,35";"2,6";"20,95";"4,5"
"2024-02-19 19:00";"0,000";"20,22";"3,5";"18,6";"4,1"
"2024-02-19 20:00";"0,000";"22,31";"4,5";"15,51";"3,7"
"2024-02-19 21:00";"0,000";"18,02";"4,8";"12,52";"3,4"
"2024-02-19 22:00";"0,000";"17,94";"4,9";"11,6";"3,000"
"2024-02-19 23:00";"0,000";"17,16";"5,2";"13,41";"2,7"
"2024-02-20 00:00";"0,000";"15,47";"5,2";"14,16";"2,7"
"2024-02-20 01:00";"0,000";"12,05";"4,9";"13,53";"2,5"
"2024-02-20 02:00";"0,000";"9,8";"4,5";"13,45";"2,1"
"2024-02-20 03:00";"0,000";"10,31";"4,000";"11,35";"2,1"
"2024-02-20 04:00";"0,000";"10,49";"3,5";"9,92";"1,9"
"2024-02-20 05:00";"0,000";"10,03";"3,2";"9,78";"1,6"
"2024-02-20 06:00";"0,000";"10,62";"3,1";"9,81";"2,000"
"2024-02-20 07:00";"0,000";"9,41";"2,8";"12,52";"3,7"
"2024-02-20 08:00";"0,000";"7,9";"4,8";"11,000";"6,2"
"2024-02-20 09:00";"0,000";"7,58";"5,000";"13,55";"6,7"
"2024-02-20 10:00";"0,000";"9,67";"5,3";"21,92";"6,6"
"2024-02-20 11:00";"0,000";"5,24";"5,7";"17,46";"5,6"
"2024-02-20 12:00";"0,01";"7,65";"6,4";"10,92";"3,6"
"2024-02-20 13:00";"0,01";"8,3";"6,7";"16,61";"3,9"
"2024-02-20 14:00";"0,000";"8,61";"6,9";"10,5";"6,8"
"2024-02-20 15:00";"0,000";"11,64";"6,9";"12,57";"7,3"
"2024-02-20 16:00";"0,000";"15,63";"6,2";"7,12";"7,000"
"2024-02-20 17:00";"0,000";"19,54";"5,2";"21,49";"6,6"
"2024-02-20 18:00";"0,000";"18,39";"4,7";"15,88";"6,3"
"2024-02-20 19:00";"0,000";"17,28";"5,5";"21,93";"6,2"
"2024-02-20 20:00";"0,000";"13,94";"5,6";"13,42";"6,000"
"2024-02-20 21:00";"0,000";"16,9";"5,4";"13,03";"6,1"
"2024-02-20 22:00";"0,000";"17,16";"5,2";"14,98";"6,000"
"2024-02-20 23:00";"0,000";"17,42";"6,1";"16,34";"5,8"
"2024-02-21 00:00";"0,000";"18,65";"5,7";"16,45";"5,6"
"2024-02-21 01:00";"0,000";"20,09";"5,7";"16,09";"5,6"
"2024-02-21 02:00";"0,000";"22,31";"5,2";"15,63";"6,000"
"2024-02-21 03:00";"0,000";"17,35";"4,8";"12,74";"5,9"
"2024-02-21 04:00";"0,000";"16,86";"4,9";"13,31";"5,8"
"2024-02-21 05:00";"0,000";"16,85";"4,5";"12,97";"5,7"
"2024-02-21 06:00";"0,000";"17,24";"4,7";"12,4";"5,4"
"2024-02-21 07:00";"0,000";"17,81";"4,8";"11,43";"5,1"
"2024-02-21 08:00";"0,000";"19,92";"5,5";"11,38";"5,3"
"2024-02-21 09:00";"0,000";"17,89";"5,8";"11,77";"5,9"
"2024-02-21 10:00";"0,000";"19,71";"4,6";"6,05";"6,7"
"2024-02-21 11:00";"0,000";"11,99";"5,2";"9,16";"7,3"
"2024-02-21 12:00";"0,000";"9,48";"6,3";"0,08";"7,6"
"2024-02-21 13:00";"0,17";"4,31";"6,7";"1,9";"8,1"
"2024-02-21 14:00";"0,63";"3,000";"7,4";"0,49";"7,9"
"2024-02-21 15:00";"3,54";"7,85";"7,5";"0,36";"7,8"
"2024-02-21 16:00";"0,000";"16,55";"6,7";"2,76";"6,8"
"2024-02-21 17:00";"0,000";"13,25";"5,1";"5,39";"5,1"
"2024-02-21 18:00";"0,000";"25,92";"5,000";"8,12";"3,4"
"2024-02-21 19:00";"0,000";"21,93";"4,3";"23,7";"2,1"
"2024-02-21 20:00";"0,000";"28,42";"4,6";"16,01";"1,9"
"2024-02-21 21:00";"0,000";"20,53";"4,8";"8,44";"2,2"
"2024-02-21 22:00";"0,000";"16,37";"4,7";"17,08";"2,4"
"2024-02-21 23:00";"0,000";"14,97";"5,4";"12,01";"2,000"
"2024-02-22 00:00";"0,000";"10,83";"5,9";"10,96";"1,5"
"2024-02-22 01:00";"0,000";"9,26";"5,8";"10,33";"0,9"
"2024-02-22 02:00";"0,000";"9,16";"6,000";"10,49";"0,7"
"2024-02-22 03:00";"0,000";"9,15";"5,8";"10,46";"0,3"
"2024-02-22 04:00";"0,000";"9,36";"5,5";"7,6";"0,5"
"2024-02-22 05:00";"0,000";"9,33";"5,8";"8,16";"0,9"
"2024-02-22 06:00";"0,000";"9,49";"5,6";"8,73";"0,9"
"2024-02-22 07:00";"0,000";"10,88";"5,2";"9,23";"0,8"
"2024-02-22 08:00";"0,000";"13,63";"5,000";"11,31";"1,8"
"2024-02-22 09:00";"0,000";"17,14";"5,1";"14,39";"2,5"
"2024-02-22 10:00";"0,000";"12,67";"5,2";"8,28";"3,3"
"2024-02-22 11:00";"0,000";"7,8";"5,1";"4,78";"4,3"
"2024-02-22 12:00";"0,000";"13,62";"5,000";"9,43";"4,2"
"2024-02-22 13:00";"0,000";"8,77";"4,9";"6,53";"4,9"
"2024-02-22 14:00";"0,000";"5,42";"4,5";"2,94";"4,8"
"2024-02-22 15:00";"0,000";"6,96";"4,4";"11,1";"4,4"
"2024-02-22 16:00";"0,000";"16,57";"4,000";"5,87";"3,8"
"2024-02-22 17:00";"0,000";"7,96";"3,6";"6,38";"3,000"
"2024-02-22 18:00";"0,000";"8,6";"3,1";"7,04";"2,6"
"2024-02-22 19:00";"0,000";"17,3";"2,8";"17,8";"2,4"
"2024-02-22 20:00";"0,000";"16,83";"2,8";"17,61";"2,2"
"2024-02-22 21:00";"0,000";"16,78";"2,8";"9,12";"2,1"
"2024-02-22 22:00";"0,000";"16,69";"2,8";"10,43";"2,1"
"2024-02-22 23:00";"0,000";"17,2";"3,1";"10,08";"2,2"
"2024-02-23 00:00";"0,000";"16,65";"3,7";"7,55";"2,4"
"2024-02-23 01:00";"0,000";"16,56";"3,8";"7,62";"3,2"
"2024-02-23 02:00";"0,000";"15,08";"4,9";"6,77";"3,1"
"2024-02-23 03:00";"0,000";"14,64";"7,8";"6,73";"2,8"
"2024-02-23 04:00";"0,000";"12,76";"8,1";"7,26";"2,7"
"2024-02-23 05:00";"0,000";"12,27";"6,3";"6,75";"2,6"
"2024-02-23 06:00";"0,000";"12,71";"5,8";"7,31";"2,5"
"2024-02-23 07:00";"0,000";"13,03";"5,5";"8,81";"2,5"
"2024-02-23 08:00";"0,000";"15,87";"5,7";"7,86";"2,5"
"2024-02-23 09:00";"0,000";"14,56";"6,2";"5,54";"2,8"
"2024-02-23 10:00";"0,01";"15,82";"6,3";"7,63";"3,2"
"2024-02-23 11:00";"3,34";"6,52";"6,2";"4,41";"3,2"
"2024-02-23 12:00";"0,58";"8,35";"6,3";"9,5";"3,000"
"2024-02-23 13:00";"4,62";"4,47";"6,7";"12,08";"2,6"
"2024-02-23 14:00";"9,1";"0,22";"7,4";"14,99";"1,8"
"2024-02-23 15:00";"4,52";"0,46";"7,4";"9,52";"1,1"
"2024-02-23 16:00";"0,000";"12,16";"7,000";"9,26";"0,9"
"2024-02-23 17:00";"0,000";"8,55";"6,5";"8,42";"0,8"
"2024-02-23 18:00";"0,000";"15,89";"6,5";"6,14";"0,9"
"2024-02-23 19:00";"0,000";"24,99";"5,8";"6,69";"1,1"
"2024-02-23 20:00";"0,000";"18,44";"6,000";"6,68";"1,3"
"2024-02-23 21:00";"0,000";"20,98";"6,000";"8,38";"1,1"
"2024-02-23 22:00";"0,000";"21,74";"6,000";"10,48";"0,4"
"2024-02-23 23:00";"0,000";"19,38";"5,6";"10,01";"0,8"
"2024-02-24 00:00";"0,000";"15,52";"4,9";"10,6";"2,2"
"2024-02-24 01:00";"0,000";"12,53";"4,1";"10,11";"1,9"
"2024-02-24 02:00";"0,000";"9,25";"3,2";"10,27";"1,8"
"2024-02-24 03:00";"0,000";"9,59";"3,000";"10,87";"1,7"
"2024-02-24 04:00";"0,000";"9,36";"2,6";"10,43";"2,1"
"2024-02-24 05:00";"0,000";"10,01";"2,5";"10,46";"2,4"
"2024-02-24 06:00";"0,000";"9,74";"2,5";"11,11";"2,6"
"2024-02-24 07:00";"0,000";"9,72";"2,2";"10,66";"1,8"
"2024-02-24 08:00";"0,000";"7,47";"2,5";"10,84";"1,3"
"2024-02-24 09:00";"0,01";"4,37";"3,5";"16,95";"0,5"
"2024-02-24 10:00";"2,65";"1,21";"5,4";"14,43";"0,3"
"2024-02-24 11:00";"12,2";"0,02";"7,1";"10,87";"0,7"
"2024-02-24 12:00";"14,000";"0,000";"8,8";"17,58";"1,4"
"2024-02-24 13:00";"14,36";"0,000";"9,000";"26,79";"1,7"
"2024-02-24 14:00";"8,71";"3,000";"8,8";"21,27";"3,3"
"2024-02-24 15:00";"0,36";"7,11";"8,2";"9,59";"2,4"
"2024-02-24 16:00";"0,000";"13,7";"7,1";"4,78";"2,000"
"2024-02-24 17:00";"0,000";"22,61";"6,2";"9,42";"2,1"
"2024-02-24 18:00";"0,000";"16,96";"5,4";"23,5";"1,9"
"2024-02-24 19:00";"0,000";"17,1";"5,3";"15,12";"1,3"
"2024-02-24 20:00";"0,000";"17,94";"4,9";"14,52";"0,4"
"2024-02-24 21:00";"0,000";"12,57";"4,5";"13,94";"-0,3"
"2024-02-24 22:00";"0,000";"8,22";"4,5";"14,46";"-0,2"
"2024-02-24 23:00";"0,000";"8,16";"4,3";"19,27";"0,5"
"2024-02-25 00:00";"0,000";"8,31";"4,000";"21,66";"0,7"
"2024-02-25 01:00";"0,000";"8,41";"2,6";"21,3";"-0,1"
"2024-02-25 02:00";"0,000";"8,55";"2,2";"21,86";"-0,4"
"2024-02-25 03:00";"0,000";"8,79";"2,8";"21,38";"-0,9"
"2024-02-25 04:00";"0,000";"8,63";"3,4";"21,03";"-0,7"
"2024-02-25 05:00";"0,000";"8,87";"3,1";"18,22";"-0,9"
"2024-02-25 06:00";"0,000";"11,15";"2,3";"15,64";"-1,000"
"2024-02-25 07:00";"0,000";"8,3";"2,2";"14,45";"-0,6"
"2024-02-25 08:00";"0,06";"3,43";"3,3";"15,02";"-0,4"
"2024-02-25 09:00";"1,35";"0,36";"4,5";"15,88";"-0,3"
"2024-02-25 10:00";"1,58";"0,78";"5,1";"9,47";"-0,2"
"2024-02-25 11:00";"2,93";"1,07";"6,1";"10,39";"0,2"
"2024-02-25 12:00";"9,04";"0,74";"7,000";"6,06";"0,4"
"2024-02-25 13:00";"8,56";"0,73";"7,6";"6,34";"0,5"
"2024-02-25 14:00";"9,12";"0,000";"7,6";"5,95";"0,7"
"2024-02-25 15:00";"1,25";"2,41";"7,3";"6,98";"0,8"
"2024-02-25 16:00";"0,000";"11,57";"6,2";"7,89";"0,9"
"2024-02-25 17:00";"0,000";"22,91";"5,7";"8,07";"0,6"
"2024-02-25 18:00";"0,000";"22,6";"5,3";"11,11";"0,3"
"2024-02-25 19:00";"0,000";"19,3";"4,7";"12,88";"0,2"
"2024-02-25 20:00";"0,000";"17,68";"4,3";"12,07";"-0,2"
"2024-02-25 21:00";"0,000";"14,62";"4,4";"12,22";"-0,7"
"2024-02-25 22:00";"0,000";"12,45";"3,8";"13,77";"-0,9"
"2024-02-25 23:00";"0,000";"12,4";"3,4";"15,74";"-1,2"
"2024-02-26 00:00";"0,000";"13,04";"3,2";"15,54";"-1,6"
"2024-02-26 01:00";"0,000";"12,35";"3,4";"15,48";"-2,1"
"2024-02-26 02:00";"0,000";"11,81";"3,4";"16,12";"-2,2"
"2024-02-26 03:00";"0,000";"12,000";"2,6";"15,68";"-2,5"
"2024-02-26 04:00";"0,000";"12,04";"2,1";"15,74";"-2,8"
"2024-02-26 05:00";"0,000";"10,07";"0,8";"16,6";"-2,8"
"2024-02-26 06:00";"0,000";"9,55";"1,6";"13,68";"-2,8"
"2024-02-26 07:00";"0,000";"11,9";"1,6";"12,06";"-2,5"
"2024-02-26 08:00";"0,000";"7,53";"1,3";"11,89";"-1,4"
"2024-02-26 09:00";"0,5";"4,42";"2,1";"8,09";"-0,3"
"2024-02-26 10:00";"1,52";"3,3";"3,5";"2,16";"0,9"
"2024-02-26 11:00";"4,33";"1,22";"5,5";"0,65";"1,9"
"2024-02-26 12:00";"2,38";"3,44";"7,1";"1,53";"2,7"
"2024-02-26 13:00";"1,47";"4,51";"7,7";"0,29";"3,3"
"2024-02-26 14:00";"0,35";"4,7";"7,8";"0,000";"3,2"
"2024-02-26 15:00";"0,18";"4,95";"8,1";"19,07";"3,000"
"2024-02-26 16:00";"0,000";"4,8";"7,5";"9,77";"2,5"
"2024-02-26 17:00";"0,000";"5,05";"5,6";"21,43";"1,4"
"2024-02-26 18:00";"0,000";"8,19";"4,000";"19,18";"0,6"
"2024-02-26 19:00";"0,000";"11,82";"3,000";"25,12";"0,4"
"2024-02-26 20:00";"0,000";"10,98";"1,8";"27,24";"-0,1"
"2024-02-26 21:00";"0,000";"16,64";"1,000";"24,46";"-0,8"
"2024-02-26 22:00";"0,000";"16,86";"0,5";"21,98";"-1,7"
"2024-02-26 23:00";"0,000";"15,24";"-1,2";"17,83";"-2,4"
"2024-02-27 00:00";"0,000";"10,67";"-1,4";"16,16";"-2,5"
"2024-02-27 01:00";"0,000";"10,99";"-1,2";"13,84";"-2,9"
"2024-02-27 02:00";"0,000";"8,64";"-1,6";"11,5";"-3,1"
"2024-02-27 03:00";"0,000";"7,89";"-1,9";"8,36";"-2,7"
"2024-02-27 04:00";"0,000";"7,76";"-2,000";"8,49";"-3,8"
"2024-02-27 05:00";"0,000";"7,8";"-2,4";"8,64";"-3,7"
"2024-02-27 06:00";"0,000";"8,67";"-2,7";"11,04";"-2,6"
"2024-02-27 07:00";"0,000";"9,28";"-3,1";"10,68";"-2,1"
"2024-02-27 08:00";"0,000";"5,77";"-3,1";"11,01";"-1,4"
"2024-02-27 09:00";"0,02";"4,46";"-3,2";"12,52";"0,1"
"2024-02-27 10:00";"0,11";"3,51";"-3,4";"7,76";"1,3"
"2024-02-27 11:00";"0,3";"3,19";"-3,2";"1,39";"3,000"
"2024-02-27 12:00";"0,15";"4,61";"-3,000";"1,01";"4,7"
"2024-02-27 13:00";"0,04";"3,2";"-2,9";"2,76";"4,8"
"2024-02-27 14:00";"0,02";"4,07";"-2,7";"7,29";"4,2"
"2024-02-27 15:00";"0,000";"8,31";"-2,5";"8,91";"4,5"
"2024-02-27 16:00";"0,000";"14,8";"-2,4";"10,12";"4,3"
"2024-02-27 17:00";"0,000";"16,87";"-2,3";"18,66";"2,9"
"2024-02-27 18:00";"0,000";"32,8";"-2,1";"12,08";"2,4"
"2024-02-27 19:00";"0,000";"19,64";"-2,2";"12,33";"1,7"
"2024-02-27 20:00";"0,000";"19,69";"-2,2";"21,87";"1,4"
"2024-02-27 21:00";"0,000";"15,81";"-2,4";"18,55";"0,4"
"2024-02-27 22:00";"0,000";"16,96";"-2,7";"20,28";"-0,3"
"2024-02-27 23:00";"0,000";"13,31";"-3,000";"22,55";"-0,9"
"2024-02-28 00:00";"0,000";"7,93";"-3,1";"16,02";"-1,4"
"2024-02-28 01:00";"0,000";"7,82";"-3,000";"11,18";"-1,8"
"2024-02-28 02:00";"0,000";"7,35";"-2,9";"11,42";"-2,8"
"2024-02-28 03:00";"0,000";"6,89";"-2,8";"10,77";"-3,6"
"2024-02-28 04:00";"0,000";"7,42";"-2,6";"10,97";"-3,4"
"2024-02-28 05:00";"0,000";"7,29";"-2,2";"11,88";"-3,3"
"2024-02-28 06:00";"0,000";"7,4";"-2,1";"11,71";"-3,8"
"2024-02-28 07:00";"0,000";"7,89";"-2,000";"12,97";"-3,4"
"2024-02-28 08:00";"0,000";"8,6";"-1,8";"6,85";"-3,3"
"2024-02-28 09:00";"0,000";"8,5";"1,2";"4,24";"-2,9"
"2024-02-28 10:00";"1,62";"4,24";"2,9";"4,3";"-1,4"
"2024-02-28 11:00";"3,7";"1,27";"3,9";"14,74";"0,5"
"2024-02-28 12:00";"0,62";"4,59";"4,000";"1,93";"3,5"
"2024-02-28 13:00";"0,75";"5,44";"3,8";"0,000";"5,6"
"2024-02-28 14:00";"0,01";"7,58";"4,2";"0,000";"6,3"
"2024-02-28 15:00";"0,000";"10,22";"4,5";"0,01";"6,5"
"2024-02-28 16:00";"0,000";"16,35";"4,3";"4,49";"5,9"
"2024-02-28 17:00";"0,000";"14,26";"4,3";"13,08";"3,9"
"2024-02-28 18:00";"0,000";"21,68";"4,2";"15,64";"1,5"
"2024-02-28 19:00";"0,000";"19,75";"4,000";"15,48";"0,2"
"2024-02-28 20:00";"0,000";"35,26";"3,8";"17,26";"-1,000"
"2024-02-28 21:00";"0,000";"23,74";"3,5";"13,48";"-2,3"
"2024-02-28 22:00";"0,000";"18,17";"3,3";"12,01";"-2,8"
"2024-02-28 23:00";"0,000";"17,59";"3,5";"10,66";"-3,4"
"2024-02-29 00:00";"0,000";"17,51";"3,6";"-";"-"
"2024-02-29 01:00";"0,000";"17,58";"3,5";"-";"-"
"2024-02-29 02:00";"0,000";"17,57";"3,6";"-";"-"
"2024-02-29 03:00";"0,000";"17,54";"3,8";"-";"-"
"2024-02-29 04:00";"0,000";"17,6";"4,000";"-";"-"
"2024-02-29 05:00";"0,000";"17,5";"3,9";"-";"-"
"2024-02-29 06:00";"0,000";"17,59";"3,7";"-";"-"
"2024-02-29 07:00";"0,000";"17,03";"3,3";"-";"-"
"2024-02-29 08:00";"0,01";"9,96";"3,7";"-";"-"
"2024-02-29 09:00";"1,02";"1,56";"4,8";"-";"-"
"2024-02-29 10:00";"0,05";"7,68";"5,5";"-";"-"
"2024-02-29 11:00";"1,55";"4,71";"5,9";"-";"-"
"2024-02-29 12:00";"13,77";"0,000";"6,7";"-";"-"
"2024-02-29 13:00";"12,47";"0,000";"7,2";"-";"-"
"2024-02-29 14:00";"12,14";"0,000";"6,9";"-";"-"
"2024-02-29 15:00";"3,2";"1,5";"6,3";"-";"-"
"2024-02-29 16:00";"0,000";"8,95";"5,2";"-";"-"
"2024-02-29 17:00";"0,000";"12,4";"4,2";"-";"-"
"2024-02-29 18:00";"0,000";"13,45";"3,8";"-";"-"
"2024-02-29 19:00";"0,000";"15,9";"3,9";"-";"-"
"2024-02-29 20:00";"0,000";"15,96";"4,3";"-";"-"
"2024-02-29 21:00";"0,000";"15,12";"4,6";"-";"-"
"2024-02-29 22:00";"0,000";"12,65";"4,3";"-";"-"
"2024-02-29 23:00";"0,000";"12,83";"3,9";"-";"-"
"2024-03-01 00:00";"0,000";"13,53";"3,7";"10,29";"-3,7"
"2024-03-01 01:00";"0,000";"14,58";"4,1";"10,5";"-3,4"
"2024-03-01 02:00";"0,000";"12,59";"4,5";"8,38";"-3,3"
"2024-03-01 03:00";"0,000";"12,69";"4,7";"7,26";"-3,5"
"2024-03-01 04:00";"0,000";"12,25";"5,1";"7,43";"-4,4"
"2024-03-01 05:00";"0,000";"9,64";"5,3";"7,59";"-5,4"
"2024-03-01 06:00";"0,000";"9,56";"5,4";"7,75";"-5,1"
"2024-03-01 07:00";"0,000";"12,87";"5,6";"8,45";"-5,000"
"2024-03-01 08:00";"0,000";"10,33";"5,3";"8,97";"-4,7"
"2024-03-01 09:00";"0,000";"13,47";"4,4";"1,86";"-4,000"
"2024-03-01 10:00";"0,000";"16,62";"4,4";"0,61";"-2,4"
"2024-03-01 11:00";"0,000";"10,38";"5,3";"0,11";"-8,000"
"2024-03-01 12:00";"0,000";"11,1";"5,8";"0,000";"0,1"
"2024-03-01 13:00";"0,000";"13,8";"5,9";"0,000";"5,2"
"2024-03-01 14:00";"0,000";"7,52";"6,000";"0,000";"12,3"
"2024-03-01 15:00";"0,000";"8,11";"6,000";"0,000";"7,8"
"2024-03-01 16:00";"0,000";"20,84";"6,4";"2,64";"7,000"
"2024-03-01 17:00";"0,000";"18,91";"6,1";"9,22";"5,000"
"2024-03-01 18:00";"0,000";"16,1";"5,5";"30,13";"2,6"
"2024-03-01 19:00";"0,000";"8,24";"5,000";"16,39";"1,000"
"2024-03-01 20:00";"0,000";"18,75";"4,5";"19,000";"0,4"
"2024-03-01 21:00";"0,000";"18,76";"4,8";"21,2";"-1,2"
"2024-03-01 22:00";"0,000";"15,57";"5,2";"18,57";"-2,4"
"2024-03-01 23:00";"0,000";"8,62";"5,6";"20,81";"-2,9"
"2024-03-02 00:00";"0,000";"8,77";"5,5";"20,37";"-3,6"
"2024-03-02 01:00";"0,000";"8,72";"5,3";"18,73";"-4,2"
"2024-03-02 02:00";"0,000";"6,01";"5,3";"16,96";"-4,6"
"2024-03-02 03:00";"0,000";"4,85";"5,9";"17,1";"-5,000"
"2024-03-02 04:00";"0,000";"5,33";"6,4";"17,13";"-5,4"
"2024-03-02 05:00";"0,000";"4,78";"6,1";"17,21";"-6,1"
"2024-03-02 06:00";"0,000";"5,5";"5,9";"17,17";"-6,1"
"2024-03-02 07:00";"0,000";"4,74";"5,7";"17,25";"-5,9"
"2024-03-02 08:00";"0,000";"7,46";"5,8";"10,000";"-6,000"
"2024-03-02 09:00";"0,000";"13,12";"6,1";"11,91";"-2,000"
"2024-03-02 10:00";"0,000";"11,04";"6,3";"0,94";"2,9"
"2024-03-02 11:00";"0,000";"11,52";"6,000";"0,22";"5,2"
"2024-03-02 12:00";"0,000";"15,79";"5,5";"0,5";"6,4"
"2024-03-02 13:00";"0,000";"16,82";"5,3";"1,04";"6,5"
"2024-03-02 14:00";"0,000";"10,6";"4,5";"0,000";"7,6"
"2024-03-02 15:00";"0,000";"8,56";"3,7";"0,88";"7,7"
"2024-03-02 16:00";"0,000";"4,16";"3,6";"1,5";"6,000"
"2024-03-02 17:00";"0,000";"5,88";"3,7";"5,49";"3,6"
"2024-03-02 18:00";"0,000";"5,4";"4,1";"18,37";"2,8"
"2024-03-02 19:00";"0,000";"4,79";"3,9";"24,98";"1,4"
"2024-03-02 20:00";"0,000";"11,33";"3,9";"16,26";"-0,1"
"2024-03-02 21:00";"0,000";"8,8";"4,4";"9,95";"-0,8"
"2024-03-02 22:00";"0,000";"13,43";"7,2";"11,64";"-1,7"
"2024-03-02 23:00";"0,000";"11,71";"7,8";"14,36";"-2,7"
"2024-03-03 00:00";"0,000";"11,47";"7,1";"20,62";"-3,4"
"2024-03-03 01:00";"0,000";"11,01";"6,8";"18,58";"-3,2"
"2024-03-03 02:00";"0,000";"7,86";"6,3";"11,01";"-3,3"
"2024-03-03 03:00";"0,000";"8,52";"5,4";"10,44";"-4,4"
"2024-03-03 04:00";"0,000";"7,98";"4,6";"10,47";"-4,4"
"2024-03-03 05:00";"0,000";"8,71";"4,6";"10,62";"-4,8"
"2024-03-03 06:00";"0,000";"8,09";"4,8";"11,93";"-5,3"
"2024-03-03 07:00";"0,000";"7,89";"4,8";"13,94";"-4,3"
"2024-03-03 08:00";"0,000";"6,85";"5,2";"9,53";"-2,7"
"2024-03-03 09:00";"0,000";"9,07";"5,4";"16,09";"-2,1"
"2024-03-03 10:00";"0,000";"12,72";"6,000";"7,61";"-1,4"
"2024-03-03 11:00";"0,000";"10,33";"6,3";"4,42";"-1,2"
"2024-03-03 12:00";"0,09";"5,13";"6,7";"5,33";"-0,8"
"2024-03-03 13:00";"0,12";"12,29";"6,8";"24,28";"-0,8"
"2024-03-03 14:00";"0,000";"17,99";"6,6";"14,9";"-1,000"
"2024-03-03 15:00";"0,09";"9,28";"6,9";"9,43";"2,2"
"2024-03-03 16:00";"0,03";"13,08";"6,8";"5,81";"3,2"
"2024-03-03 17:00";"0,000";"15,9";"6,8";"10,25";"2,9"
"2024-03-03 18:00";"0,000";"27,94";"5,7";"18,12";"2,8"
"2024-03-03 19:00";"0,000";"18,24";"5,1";"15,42";"3,1"
"2024-03-03 20:00";"0,000";"17,13";"4,7";"8,8";"3,6"
"2024-03-03 21:00";"0,000";"16,77";"4,5";"7,77";"3,2"
"2024-03-03 22:00";"0,000";"13,68";"4,3";"10,95";"2,3"
"2024-03-03 23:00";"0,000";"6,9";"4,2";"10,88";"2,000"
"2024-03-04 00:00";"0,000";"5,68";"4,1";"12,09";"1,4"
"2024-03-04 01:00";"0,000";"5,47";"4,1";"14,24";"1,1"
"2024-03-04 02:00";"0,000";"5,58";"3,9";"12,16";"0,7"
"2024-03-04 03:00";"0,000";"5,8";"3,8";"11,06";"-0,3"
"2024-03-04 04:00";"0,000";"5,23";"3,6";"10,93";"-1,3"
"2024-03-04 05:00";"0,000";"5,82";"3,6";"11,73";"-1,000"
"2024-03-04 06:00";"0,000";"6,19";"3,5";"11,07";"-1,1"
"2024-03-04 07:00";"0,000";"5,56";"3,7";"10,06";"-2,000"
"2024-03-04 08:00";"0,04";"4,14";"4,2";"7,03";"-0,9"
"2024-03-04 09:00";"0,44";"3,26";"4,7";"3,83";"2,4"
"2024-03-04 10:00";"5,36";"0,74";"5,3";"1,27";"2,7"
"2024-03-04 11:00";"15,48";"0,000";"6,2";"0,2";"3,3"
"2024-03-04 12:00";"15,02";"0,13";"6,7";"0,02";"3,4"
"2024-03-04 13:00";"16,47";"0,000";"7,1";"0,000";"3,4"
"2024-03-04 14:00";"9,1";"0,14";"6,9";"0,000";"3,4"
"2024-03-04 15:00";"6,86";"0,17";"6,7";"0,99";"3,1"
"2024-03-04 16:00";"0,32";"1,63";"6,3";"3,01";"2,3"
"2024-03-04 17:00";"0,000";"10,34";"5,4";"11,94";"1,1"
"2024-03-04 18:00";"0,000";"14,94";"4,3";"16,36";"-0,2"
"2024-03-04 19:00";"0,000";"16,62";"3,8";"16,94";"-0,8"
"2024-03-04 20:00";"0,000";"18,27";"3,5";"15,4";"-0,9"
"2024-03-04 21:00";"0,000";"19,87";"3,000";"14,04";"-1,2"
"2024-03-04 22:00";"0,000";"18,47";"2,5";"14,22";"-0,2"
"2024-03-04 23:00";"0,000";"15,12";"2,2";"12,59";"0,1"
"2024-03-05 00:00";"0,000";"10,7";"1,3";"10,7";"-0,4"
"2024-03-05 01:00";"0,000";"9,01";"0,8";"10,91";"-1,1"
"2024-03-05 02:00";"0,000";"9,83";"0,9";"10,35";"-1,2"
"2024-03-05 03:00";"0,000";"9,21";"0,8";"7,72";"-0,5"
"2024-03-05 04:00";"0,000";"9,32";"0,4";"7,7";"-1,8"
"2024-03-05 05:00";"0,000";"9,43";"0,3";"7,84";"-2,5"
"2024-03-05 06:00";"0,000";"11,41";"0,7";"7,71";"-3,7"
"2024-03-05 07:00";"0,000";"9,55";"0,9";"6,84";"-4,000"
"2024-03-05 08:00";"0,03";"2,8";"1,5";"3,56";"-1,3"
"2024-03-05 09:00";"0,000";"6,07";"2,5";"0,57";"1,3"
"2024-03-05 10:00";"0,000";"7,27";"2,7";"0,000";"1,9"
"2024-03-05 11:00";"0,000";"5,41";"3,3";"3,9";"2,3"
"2024-03-05 12:00";"0,71";"3,08";"4,3";"1,27";"2,6"
"2024-03-05 13:00";"5,88";"2,88";"6,1";"0,15";"2,6"
"2024-03-05 14:00";"2,55";"2,55";"6,6";"0,95";"2,8"
"2024-03-05 15:00";"2,54";"0,83";"6,4";"0,42";"2,4"
